chr	start	end	value
Chr03	2750000	2755000	26
Chr03	2755000	2760000	0
Chr03	2760000	2765000	36
Chr03	2765000	2770000	32
Chr03	2770000	2775000	49
Chr03	2775000	2780000	32
Chr03	2780000	2785000	29
Chr03	2785000	2790000	30
Chr03	2790000	2795000	6
Chr03	2795000	2800000	9
Chr03	2800000	2805000	15
Chr03	2805000	2810000	21
Chr03	2810000	2815000	17
Chr03	2815000	2820000	20
Chr03	2820000	2825000	32
Chr03	2825000	2830000	29
Chr03	2830000	2835000	11
Chr03	2835000	2840000	20
Chr03	2840000	2845000	9
Chr03	2845000	2850000	39
Chr03	2850000	2855000	29
Chr03	2855000	2860000	12
Chr03	2860000	2865000	20
Chr03	2865000	2870000	32
Chr03	2870000	2875000	24
Chr03	2875000	2880000	26
Chr03	2880000	2885000	19
Chr03	2885000	2890000	32
Chr03	2890000	2895000	12
Chr03	2895000	2900000	30
Chr03	2900000	2905000	12
Chr03	2905000	2910000	11
Chr03	2910000	2915000	39
Chr03	2915000	2920000	40
Chr03	2920000	2925000	31
Chr03	2925000	2930000	24
Chr03	2930000	2935000	11
Chr03	2935000	2940000	23
Chr03	2940000	2945000	32
Chr03	2945000	2950000	14
Chr03	2950000	2955000	25
Chr03	2955000	2960000	37
Chr03	2960000	2965000	35
Chr03	2965000	2970000	17
Chr03	2970000	2975000	40
Chr03	2975000	2980000	29
Chr03	2980000	2985000	14
Chr03	2985000	2990000	28
Chr03	2990000	2995000	25
Chr03	2995000	3000000	33
Chr03	3000000	3005000	23
Chr03	3005000	3010000	24
Chr03	3010000	3015000	24
Chr03	3015000	3020000	36
Chr03	3020000	3025000	27
Chr03	3025000	3030000	39
Chr03	3030000	3035000	15
Chr03	3035000	3040000	21
Chr03	3040000	3045000	26
Chr03	3045000	3050000	22
Chr03	3050000	3055000	40
Chr03	3055000	3060000	14
Chr03	3060000	3065000	32
Chr03	3065000	3070000	34
Chr03	3070000	3075000	22
Chr03	3075000	3080000	23
Chr03	3080000	3085000	35
Chr03	3085000	3090000	43
Chr03	3090000	3095000	46
Chr03	3095000	3100000	48
Chr03	3100000	3105000	24
Chr03	3105000	3110000	6
Chr03	3110000	3115000	18
Chr03	3115000	3120000	18
Chr03	3120000	3125000	14
Chr03	3125000	3130000	23
Chr03	3130000	3135000	25
Chr03	3135000	3140000	17
Chr03	3140000	3145000	23
Chr03	3145000	3150000	30
Chr03	3150000	3155000	31
Chr03	3155000	3160000	20
Chr03	3160000	3165000	36
Chr03	3165000	3170000	26
Chr03	3170000	3175000	46
Chr03	3175000	3180000	40
Chr03	3180000	3185000	29
Chr03	3185000	3190000	19
Chr03	3190000	3195000	13
Chr03	3195000	3200000	25
Chr03	3200000	3205000	24
Chr03	3205000	3210000	12
Chr03	3210000	3215000	33
Chr03	3215000	3220000	18
Chr03	3220000	3225000	41
Chr03	3225000	3230000	32
Chr03	3230000	3235000	84
Chr03	3235000	3240000	49
Chr03	3240000	3245000	28
Chr03	3245000	3250000	51
Chr03	3250000	3255000	17
Chr03	3255000	3260000	58
Chr03	3260000	3265000	28
Chr03	3265000	3270000	35
Chr03	3270000	3275000	41
Chr03	3275000	3280000	73
Chr03	3280000	3285000	94
Chr03	3285000	3290000	47
Chr03	3290000	3295000	62
Chr03	3295000	3300000	28
Chr03	3300000	3305000	33
Chr03	3305000	3310000	31
Chr03	3310000	3315000	49
Chr03	3315000	3320000	35
Chr03	3320000	3325000	18
Chr03	3325000	3330000	41
Chr03	3330000	3335000	50
Chr03	3335000	3340000	14
Chr03	3340000	3345000	6
Chr03	3345000	3350000	6
Chr03	3350000	3355000	6
Chr03	3355000	3360000	6
Chr03	3360000	3365000	0
Chr03	3365000	3370000	6
Chr03	3370000	3375000	0
Chr03	3375000	3380000	6
Chr03	3380000	3385000	6
Chr03	3385000	3390000	6
Chr03	3390000	3395000	6
Chr03	3395000	3400000	0
Chr03	3400000	3405000	6
Chr03	3405000	3410000	18
Chr03	3410000	3411106	0
Chr04	1	5000	23
Chr04	5000	10000	34
Chr04	10000	15000	31
Chr04	15000	20000	29
Chr04	20000	25000	65
Chr04	25000	30000	35
Chr04	30000	35000	26
Chr04	35000	40000	17
Chr04	40000	45000	23
Chr04	45000	50000	35
Chr04	50000	55000	46
Chr04	55000	60000	28
Chr04	60000	65000	46
Chr04	65000	70000	22
Chr04	70000	75000	15
Chr04	75000	80000	9
Chr04	80000	85000	41
Chr04	85000	90000	31
Chr04	90000	95000	23
Chr04	95000	100000	26
Chr04	100000	105000	13
Chr04	105000	110000	31
Chr04	110000	115000	26
Chr04	115000	120000	27
Chr04	120000	125000	24
Chr04	125000	130000	9
Chr04	130000	135000	41
Chr04	135000	140000	30
Chr04	140000	145000	29
Chr04	145000	150000	31
Chr04	150000	155000	34
Chr04	155000	160000	35
Chr04	160000	165000	29
Chr04	165000	170000	23
Chr04	170000	175000	20
Chr04	175000	180000	25
Chr04	180000	185000	8
Chr04	185000	190000	14
Chr04	190000	195000	26
Chr04	195000	200000	23
Chr04	200000	205000	17
Chr04	205000	210000	33
Chr04	210000	215000	27
Chr04	215000	220000	28
Chr04	220000	225000	25
Chr04	225000	230000	42
Chr04	230000	235000	50
Chr04	235000	240000	26
Chr04	240000	245000	11
Chr04	245000	250000	20
Chr04	250000	255000	33
Chr04	255000	260000	46
Chr04	260000	265000	22
Chr04	265000	270000	49
Chr04	270000	275000	37
Chr04	275000	280000	19
Chr04	280000	285000	17
Chr04	285000	290000	12
Chr04	290000	295000	41
Chr04	295000	300000	50
Chr04	300000	305000	25
Chr04	305000	310000	19
Chr04	310000	315000	28
Chr04	315000	320000	26
Chr04	320000	325000	32
Chr04	325000	330000	16
Chr04	330000	335000	26
Chr04	335000	340000	15
Chr04	340000	345000	24
Chr04	345000	350000	28
Chr04	350000	355000	28
Chr04	355000	360000	23
Chr04	360000	365000	44
Chr04	365000	370000	32
Chr04	370000	375000	29
Chr04	375000	380000	23
Chr04	380000	385000	64
Chr04	385000	390000	17
Chr04	390000	395000	17
Chr04	395000	400000	26
Chr04	400000	405000	37
Chr04	405000	410000	23
Chr04	410000	415000	0
Chr04	415000	420000	20
Chr04	420000	425000	20
Chr04	425000	430000	11
Chr04	430000	435000	21
Chr04	435000	440000	30
Chr04	440000	445000	36
Chr04	445000	450000	23
Chr04	450000	455000	35
Chr04	455000	460000	15
Chr04	460000	465000	26
Chr04	465000	470000	28
Chr04	470000	475000	46
Chr04	475000	480000	68
Chr04	480000	485000	14
Chr04	485000	490000	6
Chr04	490000	495000	17
Chr04	495000	500000	43
Chr04	500000	505000	29
Chr04	505000	510000	24
Chr04	510000	515000	27
Chr04	515000	520000	20
Chr04	520000	525000	11
Chr04	525000	530000	23
Chr04	530000	535000	28
Chr04	535000	540000	11
Chr04	540000	545000	48
Chr04	545000	550000	29
Chr04	550000	555000	23
Chr04	555000	560000	35
Chr04	560000	565000	23
Chr04	565000	570000	28
Chr04	570000	575000	46
Chr04	575000	580000	24
Chr04	580000	585000	42
Chr04	585000	590000	50
Chr04	590000	595000	49
Chr04	595000	600000	14
Chr04	600000	605000	29
Chr04	605000	610000	8
Chr04	610000	615000	9
Chr04	615000	620000	8
Chr04	620000	625000	35
Chr04	625000	630000	14
Chr04	630000	635000	10
Chr04	635000	640000	37
Chr04	640000	645000	20
Chr04	645000	650000	24
Chr04	650000	655000	15
Chr04	655000	660000	18
Chr04	660000	665000	35
Chr04	665000	670000	28
Chr04	670000	675000	34
Chr04	675000	680000	40
Chr04	680000	685000	37
Chr04	685000	690000	27
Chr04	690000	695000	18
Chr04	695000	700000	49
Chr04	700000	705000	35
Chr04	705000	710000	21
Chr04	710000	715000	21
Chr04	715000	720000	29
Chr04	720000	725000	35
Chr04	725000	730000	31
Chr04	730000	735000	31
Chr04	735000	740000	17
Chr04	740000	745000	38
Chr04	745000	750000	35
Chr04	750000	755000	47
Chr04	755000	760000	11
Chr04	760000	765000	21
Chr04	765000	770000	0
Chr04	770000	775000	6
Chr04	775000	780000	20
Chr04	780000	785000	28
Chr04	785000	790000	43
Chr04	790000	795000	34
Chr04	795000	800000	46
Chr04	800000	805000	46
Chr04	805000	810000	31
Chr04	810000	815000	29
Chr04	815000	820000	29
Chr04	820000	825000	17
Chr04	825000	830000	36
Chr04	830000	835000	38
Chr04	835000	840000	20
Chr04	840000	845000	41
Chr04	845000	850000	22
Chr04	850000	855000	29
Chr04	855000	860000	17
Chr04	860000	865000	20
Chr04	865000	870000	21
Chr04	870000	875000	38
Chr04	875000	880000	24
Chr04	880000	885000	27
Chr04	885000	890000	35
Chr04	890000	895000	25
Chr04	895000	900000	38
Chr04	900000	905000	38
Chr04	905000	910000	14
Chr04	910000	915000	41
Chr04	915000	920000	35
Chr04	920000	925000	41
Chr04	925000	930000	22
Chr04	930000	935000	28
Chr04	935000	940000	25
Chr04	940000	945000	26
Chr04	945000	950000	36
Chr04	950000	955000	41
Chr04	955000	960000	20
Chr04	960000	965000	39
Chr04	965000	970000	23
Chr04	970000	975000	14
Chr04	975000	980000	29
Chr04	980000	985000	17
Chr04	985000	990000	22
Chr04	990000	995000	13
Chr04	995000	1000000	13
Chr04	1000000	1005000	14
Chr04	1005000	1010000	29
Chr04	1010000	1015000	19
Chr04	1015000	1020000	45
Chr04	1020000	1025000	33
Chr04	1025000	1030000	35
Chr04	1030000	1035000	45
Chr04	1035000	1040000	35
Chr04	1040000	1045000	25
Chr04	1045000	1050000	54
Chr04	1050000	1055000	70
Chr04	1055000	1060000	45
Chr04	1060000	1065000	21
Chr04	1065000	1070000	8
Chr04	1070000	1075000	19
Chr04	1075000	1080000	46
Chr04	1080000	1085000	52
Chr04	1085000	1090000	34
Chr04	1090000	1095000	31
Chr04	1095000	1100000	19
Chr04	1100000	1105000	31
Chr04	1105000	1110000	37
Chr04	1110000	1115000	22
Chr04	1115000	1120000	14
Chr04	1120000	1125000	34
Chr04	1125000	1130000	26
Chr04	1130000	1135000	54
Chr04	1135000	1140000	20
Chr04	1140000	1145000	31
Chr04	1145000	1150000	28
Chr04	1150000	1155000	5
Chr04	1155000	1160000	6
Chr04	1160000	1165000	23
Chr04	1165000	1170000	29
Chr04	1170000	1175000	27
Chr04	1175000	1180000	18
Chr04	1180000	1185000	39
Chr04	1185000	1190000	26
Chr04	1190000	1195000	50
Chr04	1195000	1200000	14
Chr04	1200000	1205000	8
Chr04	1205000	1210000	27
Chr04	1210000	1215000	23
Chr04	1215000	1220000	34
Chr04	1220000	1225000	38
Chr04	1225000	1230000	67
Chr04	1230000	1235000	51
Chr04	1235000	1240000	10
Chr04	1240000	1245000	33
Chr04	1245000	1250000	31
Chr04	1250000	1255000	60
Chr04	1255000	1260000	74
Chr04	1260000	1265000	25
Chr04	1265000	1270000	11
Chr04	1270000	1275000	32
Chr04	1275000	1280000	49
Chr04	1280000	1285000	35
Chr04	1285000	1290000	42
Chr04	1290000	1295000	46
Chr04	1295000	1300000	57
Chr04	1300000	1305000	33
Chr04	1305000	1310000	18
Chr04	1310000	1315000	36
Chr04	1315000	1320000	46
Chr04	1320000	1325000	50
Chr04	1325000	1330000	49
Chr04	1330000	1335000	42
Chr04	1335000	1340000	47
Chr04	1340000	1345000	0
Chr04	1345000	1350000	0
Chr04	1350000	1355000	0
Chr04	1355000	1360000	0
Chr04	1360000	1365000	0
Chr04	1365000	1370000	0
Chr04	1370000	1375000	0
Chr04	1375000	1380000	9
Chr04	1380000	1385000	60
Chr04	1385000	1390000	38
Chr04	1390000	1395000	46
Chr04	1395000	1400000	55
Chr04	1400000	1405000	46
Chr04	1405000	1410000	37
Chr04	1410000	1415000	46
Chr04	1415000	1420000	87
Chr04	1420000	1425000	44
Chr04	1425000	1430000	23
Chr04	1430000	1435000	34
Chr04	1435000	1440000	66
Chr04	1440000	1445000	59
Chr04	1445000	1450000	55
Chr04	1450000	1455000	53
Chr04	1455000	1460000	53
Chr04	1460000	1465000	42
Chr04	1465000	1470000	85
Chr04	1470000	1475000	29
Chr04	1475000	1480000	29
Chr04	1480000	1485000	26
Chr04	1485000	1490000	43
Chr04	1490000	1495000	16
Chr04	1495000	1500000	38
Chr04	1500000	1505000	32
Chr04	1505000	1510000	34
Chr04	1510000	1515000	41
Chr04	1515000	1520000	17
Chr04	1520000	1525000	37
Chr04	1525000	1530000	43
Chr04	1530000	1535000	19
Chr04	1535000	1540000	11
Chr04	1540000	1545000	41
Chr04	1545000	1550000	39
Chr04	1550000	1555000	27
Chr04	1555000	1560000	41
Chr04	1560000	1565000	20
Chr04	1565000	1570000	23
Chr04	1570000	1575000	56
Chr04	1575000	1580000	38
Chr04	1580000	1585000	28
Chr04	1585000	1590000	44
Chr04	1590000	1595000	54
Chr04	1595000	1600000	21
Chr04	1600000	1605000	30
Chr04	1605000	1610000	38
Chr04	1610000	1615000	17
Chr04	1615000	1620000	23
Chr04	1620000	1625000	44
Chr04	1625000	1630000	6
Chr04	1630000	1635000	26
Chr04	1635000	1640000	17
Chr04	1640000	1645000	15
Chr04	1645000	1650000	26
Chr04	1650000	1655000	46
Chr04	1655000	1660000	32
Chr04	1660000	1665000	23
Chr04	1665000	1670000	35
Chr04	1670000	1675000	12
Chr04	1675000	1680000	12
Chr04	1680000	1685000	0
Chr04	1685000	1690000	20
Chr04	1690000	1695000	32
Chr04	1695000	1700000	38
Chr04	1700000	1705000	27
Chr04	1705000	1710000	15
Chr04	1710000	1715000	11
Chr04	1715000	1720000	22
Chr04	1720000	1725000	14
Chr04	1725000	1730000	18
Chr04	1730000	1735000	47
Chr04	1735000	1740000	43
Chr04	1740000	1745000	31
Chr04	1745000	1750000	11
Chr04	1750000	1755000	50
Chr04	1755000	1760000	47
Chr04	1760000	1765000	61
Chr04	1765000	1770000	52
Chr04	1770000	1775000	34
Chr04	1775000	1780000	34
Chr04	1780000	1785000	38
Chr04	1785000	1790000	20
Chr04	1790000	1795000	20
Chr04	1795000	1800000	32
Chr04	1800000	1805000	30
Chr04	1805000	1810000	29
Chr04	1810000	1815000	19
Chr04	1815000	1820000	17
Chr04	1820000	1825000	18
Chr04	1825000	1830000	23
Chr04	1830000	1835000	23
Chr04	1835000	1840000	27
Chr04	1840000	1845000	15
Chr04	1845000	1850000	38
Chr04	1850000	1855000	19
Chr04	1855000	1860000	50
Chr04	1860000	1865000	42
Chr04	1865000	1870000	35
Chr04	1870000	1875000	34
Chr04	1875000	1880000	20
Chr04	1880000	1885000	23
Chr04	1885000	1890000	37
Chr04	1890000	1895000	30
Chr04	1895000	1900000	29
Chr04	1900000	1905000	61
Chr04	1905000	1910000	41
Chr04	1910000	1915000	45
Chr04	1915000	1920000	26
Chr04	1920000	1925000	56
Chr04	1925000	1930000	62
Chr04	1930000	1935000	26
Chr04	1935000	1940000	32
Chr04	1940000	1945000	26
Chr04	1945000	1950000	33
Chr04	1950000	1955000	28
Chr04	1955000	1960000	68
Chr04	1960000	1965000	20
Chr04	1965000	1970000	111
Chr04	1970000	1975000	36
Chr04	1975000	1980000	37
Chr04	1980000	1985000	40
Chr04	1985000	1990000	32
Chr04	1990000	1995000	23
Chr04	1995000	2000000	29
Chr04	2000000	2005000	42
Chr04	2005000	2010000	50
Chr04	2010000	2015000	35
Chr04	2015000	2020000	30
Chr04	2020000	2025000	41
Chr04	2025000	2030000	84
Chr04	2030000	2035000	9
Chr04	2035000	2040000	18
Chr04	2040000	2045000	29
Chr04	2045000	2050000	29
Chr04	2050000	2055000	33
Chr04	2055000	2060000	26
Chr04	2060000	2065000	56
Chr04	2065000	2070000	9
Chr04	2070000	2075000	18
Chr04	2075000	2080000	24
Chr04	2080000	2085000	11
Chr04	2085000	2090000	35
Chr04	2090000	2095000	14
Chr04	2095000	2100000	13
Chr04	2100000	2105000	31
Chr04	2105000	2110000	14
Chr04	2110000	2115000	21
Chr04	2115000	2120000	40
Chr04	2120000	2125000	76
Chr04	2125000	2130000	57
Chr04	2130000	2135000	29
Chr04	2135000	2140000	29
Chr04	2140000	2145000	49
Chr04	2145000	2150000	41
Chr04	2150000	2155000	8
Chr04	2155000	2160000	18
Chr04	2160000	2165000	27
Chr04	2165000	2170000	35
Chr04	2170000	2175000	41
Chr04	2175000	2180000	54
Chr04	2180000	2185000	45
Chr04	2185000	2190000	26
Chr04	2190000	2195000	21
Chr04	2195000	2200000	20
Chr04	2200000	2205000	21
Chr04	2205000	2210000	6
Chr04	2210000	2215000	33
Chr04	2215000	2220000	17
Chr04	2220000	2225000	41
Chr04	2225000	2230000	9
Chr04	2230000	2235000	48
Chr04	2235000	2240000	45
Chr04	2240000	2245000	36
Chr04	2245000	2250000	17
Chr04	2250000	2255000	41
Chr04	2255000	2260000	26
Chr04	2260000	2265000	29
Chr04	2265000	2270000	42
Chr04	2270000	2275000	30
Chr04	2275000	2280000	22
Chr04	2280000	2285000	46
Chr04	2285000	2290000	0
Chr04	2290000	2295000	0
Chr04	2295000	2300000	0
Chr04	2300000	2305000	14
Chr04	2305000	2310000	28
Chr04	2310000	2315000	30
Chr04	2315000	2320000	24
Chr04	2320000	2325000	23
Chr04	2325000	2330000	70
Chr04	2330000	2335000	38
Chr04	2335000	2340000	28
Chr04	2340000	2345000	29
Chr04	2345000	2350000	9
Chr04	2350000	2355000	39
Chr04	2355000	2360000	30
Chr04	2360000	2365000	6
Chr04	2365000	2370000	39
Chr04	2370000	2375000	23
Chr04	2375000	2380000	25
Chr04	2380000	2385000	26
Chr04	2385000	2390000	12
Chr04	2390000	2395000	23
Chr04	2395000	2400000	26
Chr04	2400000	2405000	30
Chr04	2405000	2410000	21
Chr04	2410000	2415000	32
Chr04	2415000	2420000	22
Chr04	2420000	2425000	19
Chr04	2425000	2430000	22
Chr04	2430000	2435000	17
Chr04	2435000	2440000	32
Chr04	2440000	2445000	17
Chr04	2445000	2450000	23
Chr04	2450000	2455000	32
Chr04	2455000	2460000	32
Chr04	2460000	2465000	19
Chr04	2465000	2470000	38
Chr04	2470000	2475000	35
Chr04	2475000	2480000	16
Chr04	2480000	2485000	46
Chr04	2485000	2490000	30
Chr04	2490000	2495000	23
Chr04	2495000	2500000	25
Chr04	2500000	2505000	20
Chr04	2505000	2510000	12
Chr04	2510000	2515000	27
Chr04	2515000	2520000	27
Chr04	2520000	2525000	23
Chr04	2525000	2530000	28
Chr04	2530000	2535000	26
Chr04	2535000	2540000	5
Chr04	2540000	2545000	11
Chr04	2545000	2550000	47
Chr04	2550000	2555000	14
Chr04	2555000	2560000	15
Chr04	2560000	2565000	37
Chr04	2565000	2570000	19
Chr04	2570000	2575000	14
Chr04	2575000	2580000	27
Chr04	2580000	2585000	26
Chr04	2585000	2590000	26
Chr04	2590000	2595000	37
Chr04	2595000	2600000	31
Chr04	2600000	2605000	34
Chr04	2605000	2610000	5
Chr04	2610000	2615000	25
Chr04	2615000	2620000	26
Chr04	2620000	2625000	40
Chr04	2625000	2630000	28
Chr04	2630000	2635000	22
Chr04	2635000	2640000	23
Chr04	2640000	2645000	17
Chr04	2645000	2650000	43
Chr04	2650000	2655000	29
Chr04	2655000	2660000	35
Chr04	2660000	2665000	26
Chr04	2665000	2670000	6
Chr04	2670000	2675000	42
Chr04	2675000	2680000	14
Chr04	2680000	2685000	26
Chr04	2685000	2690000	12
Chr04	2690000	2695000	6
Chr04	2695000	2700000	30
Chr04	2700000	2705000	27
Chr04	2705000	2710000	17
Chr04	2710000	2715000	25
Chr04	2715000	2720000	11
Chr04	2720000	2725000	23
Chr04	2725000	2730000	32
Chr04	2730000	2735000	38
Chr04	2735000	2740000	11
Chr04	2740000	2745000	24
Chr04	2745000	2750000	20
Chr04	2750000	2755000	34
Chr04	2755000	2760000	20
Chr04	2760000	2765000	18
Chr04	2765000	2770000	29
Chr04	2770000	2775000	32
Chr04	2775000	2780000	9
Chr04	2780000	2785000	6
Chr04	2785000	2790000	12
Chr04	2790000	2795000	9
Chr04	2795000	2800000	17
Chr04	2800000	2805000	14
Chr04	2805000	2810000	0
Chr04	2810000	2815000	21
Chr04	2815000	2820000	50
Chr04	2820000	2825000	26
Chr04	2825000	2830000	14
Chr04	2830000	2835000	40
Chr04	2835000	2840000	5
Chr04	2840000	2845000	43
Chr04	2845000	2850000	31
Chr04	2850000	2855000	39
Chr04	2855000	2860000	42
Chr04	2860000	2865000	44
Chr04	2865000	2870000	21
Chr04	2870000	2875000	17
Chr04	2875000	2880000	28
Chr04	2880000	2885000	32
Chr04	2885000	2890000	26
Chr04	2890000	2895000	14
Chr04	2895000	2900000	5
Chr04	2900000	2905000	29
Chr04	2905000	2910000	15
Chr04	2910000	2915000	14
Chr04	2915000	2920000	25
Chr04	2920000	2925000	34
Chr04	2925000	2930000	17
Chr04	2930000	2935000	25
Chr04	2935000	2940000	36
Chr04	2940000	2945000	21
Chr04	2945000	2950000	44
Chr04	2950000	2955000	31
Chr04	2955000	2960000	17
Chr04	2960000	2965000	14
Chr04	2965000	2970000	32
Chr04	2970000	2975000	9
Chr04	2975000	2980000	21
Chr04	2980000	2985000	12
Chr04	2985000	2990000	24
Chr04	2990000	2995000	12
Chr04	2995000	3000000	9
Chr04	3000000	3005000	36
Chr04	3005000	3010000	35
Chr04	3010000	3015000	25
Chr04	3015000	3020000	40
Chr04	3020000	3025000	23
Chr04	3025000	3030000	28
Chr04	3030000	3035000	26
Chr04	3035000	3040000	15
Chr04	3040000	3045000	39
Chr04	3045000	3050000	24
Chr04	3050000	3055000	23
Chr04	3055000	3060000	42
Chr04	3060000	3065000	15
Chr04	3065000	3070000	26
Chr04	3070000	3075000	26
Chr04	3075000	3080000	21
Chr04	3080000	3085000	23
Chr04	3085000	3090000	20
Chr04	3090000	3095000	21
Chr04	3095000	3100000	37
Chr04	3100000	3105000	27
Chr04	3105000	3110000	29
Chr04	3110000	3115000	13
Chr04	3115000	3120000	13
Chr04	3120000	3125000	44
Chr04	3125000	3130000	23
Chr04	3130000	3135000	5
Chr04	3135000	3140000	28
Chr04	3140000	3145000	23
Chr04	3145000	3150000	33
Chr04	3150000	3155000	20
Chr04	3155000	3160000	35
Chr04	3160000	3165000	19
Chr04	3165000	3170000	28
Chr04	3170000	3175000	29
Chr04	3175000	3180000	60
Chr04	3180000	3185000	38
Chr04	3185000	3190000	31
Chr04	3190000	3195000	11
Chr04	3195000	3195127	0
Chr05	1	5000	30
Chr05	5000	10000	39
Chr05	10000	15000	17
Chr05	15000	20000	16
Chr05	20000	25000	29
Chr05	25000	30000	41
Chr05	30000	35000	26
Chr05	35000	40000	25
Chr05	40000	45000	25
Chr05	45000	50000	4
Chr05	50000	55000	8
Chr05	55000	60000	42
Chr05	60000	65000	17
Chr05	65000	70000	17
Chr05	70000	75000	34
Chr05	75000	80000	51
Chr05	80000	85000	105
Chr05	85000	90000	32
Chr05	90000	95000	23
Chr05	95000	100000	26
Chr05	100000	105000	17
Chr05	105000	110000	21
Chr05	110000	115000	26
Chr05	115000	120000	26
Chr05	120000	125000	35
Chr05	125000	130000	39
Chr05	130000	135000	23
Chr05	135000	140000	13
Chr05	140000	145000	43
Chr05	145000	150000	23
Chr05	150000	155000	35
Chr05	155000	160000	20
Chr05	160000	165000	41
Chr05	165000	170000	46
Chr05	170000	175000	53
Chr05	175000	180000	41
Chr05	180000	185000	28
Chr05	185000	190000	35
Chr05	190000	195000	35
Chr05	195000	200000	14
Chr05	200000	205000	23
Chr05	205000	210000	29
Chr05	210000	215000	26
Chr05	215000	220000	38
Chr05	220000	225000	14
Chr05	225000	230000	14
Chr05	230000	235000	17
Chr05	235000	240000	25
Chr05	240000	245000	37
Chr05	245000	250000	11
Chr05	250000	255000	24
Chr05	255000	260000	14
Chr05	260000	265000	35
Chr05	265000	270000	11
Chr05	270000	275000	17
Chr05	275000	280000	27
Chr05	280000	285000	20
Chr05	285000	290000	28
Chr05	290000	295000	30
Chr05	295000	300000	33
Chr05	300000	305000	26
Chr05	305000	310000	30
Chr05	310000	315000	61
Chr05	315000	320000	38
Chr05	320000	325000	28
Chr05	325000	330000	28
Chr05	330000	335000	17
Chr05	335000	340000	17
Chr05	340000	345000	28
Chr05	345000	350000	16
Chr05	350000	355000	46
Chr05	355000	360000	43
Chr05	360000	365000	18
Chr05	365000	370000	0
Chr05	370000	375000	29
Chr05	375000	380000	42
Chr05	380000	385000	28
Chr05	385000	390000	29
Chr05	390000	395000	23
Chr05	395000	400000	23
Chr05	400000	405000	16
Chr05	405000	410000	23
Chr05	410000	415000	12
Chr05	415000	420000	20
Chr05	420000	425000	29
Chr05	425000	430000	32
Chr05	430000	435000	31
Chr05	435000	440000	30
Chr05	440000	445000	14
Chr05	445000	450000	25
Chr05	450000	455000	32
Chr05	455000	460000	24
Chr05	460000	465000	6
Chr05	465000	470000	29
Chr05	470000	475000	31
Chr05	475000	480000	16
Chr05	480000	485000	26
Chr05	485000	490000	28
Chr05	490000	495000	29
Chr05	495000	500000	17
Chr05	500000	505000	31
Chr05	505000	510000	25
Chr05	510000	515000	17
Chr05	515000	520000	35
Chr05	520000	525000	55
Chr05	525000	530000	24
Chr05	530000	535000	25
Chr05	535000	540000	35
Chr05	540000	545000	30
Chr05	545000	550000	69
Chr05	550000	555000	14
Chr05	555000	560000	36
Chr05	560000	565000	11
Chr05	565000	570000	32
Chr05	570000	575000	11
Chr05	575000	580000	31
Chr05	580000	585000	37
Chr05	585000	590000	27
Chr05	590000	595000	39
Chr05	595000	600000	31
Chr05	600000	605000	29
Chr05	605000	610000	20
Chr05	610000	615000	22
Chr05	615000	620000	38
Chr05	620000	625000	6
Chr05	625000	630000	33
Chr05	630000	635000	8
Chr05	635000	640000	17
Chr05	640000	645000	12
Chr05	645000	650000	17
Chr05	650000	655000	17
Chr05	655000	660000	32
Chr05	660000	665000	28
Chr05	665000	670000	50
Chr05	670000	675000	20
Chr05	675000	680000	44
Chr05	680000	685000	21
Chr05	685000	690000	14
Chr05	690000	695000	40
Chr05	695000	700000	34
Chr05	700000	705000	43
Chr05	705000	710000	28
Chr05	710000	715000	25
Chr05	715000	720000	46
Chr05	720000	725000	29
Chr05	725000	730000	15
Chr05	730000	735000	17
Chr05	735000	740000	26
Chr05	740000	745000	35
Chr05	745000	750000	22
Chr05	750000	755000	23
Chr05	755000	760000	47
Chr05	760000	765000	26
Chr05	765000	770000	29
Chr05	770000	775000	26
Chr05	775000	780000	34
Chr05	780000	785000	25
Chr05	785000	790000	28
Chr05	790000	795000	26
Chr05	795000	800000	15
Chr05	800000	805000	41
Chr05	805000	810000	16
Chr05	810000	815000	22
Chr05	815000	820000	33
Chr05	820000	825000	25
Chr05	825000	830000	26
Chr05	830000	835000	34
Chr05	835000	840000	23
Chr05	840000	845000	12
Chr05	845000	850000	9
Chr05	850000	855000	39
Chr05	855000	860000	21
Chr05	860000	865000	26
Chr05	865000	870000	22
Chr05	870000	875000	57
Chr05	875000	880000	42
Chr05	880000	885000	15
Chr05	885000	890000	21
Chr05	890000	895000	33
Chr05	895000	900000	18
Chr05	900000	905000	35
Chr05	905000	910000	16
Chr05	910000	915000	29
Chr05	915000	920000	34
Chr05	920000	925000	31
Chr05	925000	930000	37
Chr05	930000	935000	35
Chr05	935000	940000	12
Chr05	940000	945000	18
Chr05	945000	950000	26
Chr05	950000	955000	31
Chr05	955000	960000	47
Chr05	960000	965000	38
Chr05	965000	970000	35
Chr05	970000	975000	50
Chr05	975000	980000	23
Chr05	980000	985000	37
Chr05	985000	990000	49
Chr05	990000	995000	61
Chr05	995000	1000000	21
Chr05	1000000	1005000	50
Chr05	1005000	1010000	23
Chr05	1010000	1015000	27
Chr05	1015000	1020000	38
Chr05	1020000	1025000	25
Chr05	1025000	1030000	32
Chr05	1030000	1035000	43
Chr05	1035000	1040000	45
Chr05	1040000	1045000	31
Chr05	1045000	1050000	30
Chr05	1050000	1055000	33
Chr05	1055000	1060000	38
Chr05	1060000	1065000	19
