chr	start	end	value
Chr03	3275000	3280000	0.4704
Chr03	3280000	3285000	0.4476
Chr03	3285000	3290000	0.4784
Chr03	3290000	3295000	0.4562
Chr03	3295000	3300000	0.4782
Chr03	3300000	3305000	0.4618
Chr03	3305000	3310000	0.4712
Chr03	3310000	3315000	0.4648
Chr03	3315000	3320000	0.4598
Chr03	3320000	3325000	0.4622
Chr03	3325000	3330000	0.4758
Chr03	3330000	3335000	0.4534
Chr03	3335000	3340000	0.4672
Chr03	3340000	3345000	0.4926
Chr03	3345000	3350000	0.4762
Chr03	3350000	3355000	0.4798
Chr03	3355000	3360000	0.4828
Chr03	3360000	3365000	0.4722
Chr03	3365000	3370000	0.4938
Chr03	3370000	3375000	0.473
Chr03	3375000	3380000	0.4888
Chr03	3380000	3385000	0.4712
Chr03	3385000	3390000	0.4916
Chr03	3390000	3395000	0.4776
Chr03	3395000	3400000	0.481
Chr03	3400000	3405000	0.4818
Chr03	3405000	3410000	0.4756
Chr03	3410000	3411106	0.477396
Chr04	1	5000	0.3568
Chr04	5000	10000	0.4308
Chr04	10000	15000	0.447
Chr04	15000	20000	0.4596
Chr04	20000	25000	0.4556
Chr04	25000	30000	0.4824
Chr04	30000	35000	0.4438
Chr04	35000	40000	0.475
Chr04	40000	45000	0.4698
Chr04	45000	50000	0.434
Chr04	50000	55000	0.4462
Chr04	55000	60000	0.4682
Chr04	60000	65000	0.4756
Chr04	65000	70000	0.4466
Chr04	70000	75000	0.4674
Chr04	75000	80000	0.4346
Chr04	80000	85000	0.4764
Chr04	85000	90000	0.4436
Chr04	90000	95000	0.4434
Chr04	95000	100000	0.4342
Chr04	100000	105000	0.432
Chr04	105000	110000	0.449
Chr04	110000	115000	0.4702
Chr04	115000	120000	0.489
Chr04	120000	125000	0.4636
Chr04	125000	130000	0.4414
Chr04	130000	135000	0.4364
Chr04	135000	140000	0.4352
Chr04	140000	145000	0.4408
Chr04	145000	150000	0.4586
Chr04	150000	155000	0.458
Chr04	155000	160000	0.4546
Chr04	160000	165000	0.456
Chr04	165000	170000	0.4446
Chr04	170000	175000	0.4416
Chr04	175000	180000	0.4552
Chr04	180000	185000	0.4386
Chr04	185000	190000	0.4172
Chr04	190000	195000	0.4448
Chr04	195000	200000	0.4436
Chr04	200000	205000	0.4292
Chr04	205000	210000	0.4306
Chr04	210000	215000	0.4316
Chr04	215000	220000	0.4478
Chr04	220000	225000	0.4374
Chr04	225000	230000	0.4274
Chr04	230000	235000	0.436
Chr04	235000	240000	0.4558
Chr04	240000	245000	0.4312
Chr04	245000	250000	0.4572
Chr04	250000	255000	0.4348
Chr04	255000	260000	0.4682
Chr04	260000	265000	0.4464
Chr04	265000	270000	0.4626
Chr04	270000	275000	0.4326
Chr04	275000	280000	0.4548
Chr04	280000	285000	0.4536
Chr04	285000	290000	0.447
Chr04	290000	295000	0.4404
Chr04	295000	300000	0.4766
Chr04	300000	305000	0.451
Chr04	305000	310000	0.4416
Chr04	310000	315000	0.4554
Chr04	315000	320000	0.434
Chr04	320000	325000	0.475
Chr04	325000	330000	0.4686
Chr04	330000	335000	0.4534
Chr04	335000	340000	0.445
Chr04	340000	345000	0.4558
Chr04	345000	350000	0.4402
Chr04	350000	355000	0.4736
Chr04	355000	360000	0.454
Chr04	360000	365000	0.4586
Chr04	365000	370000	0.436
Chr04	370000	375000	0.4526
Chr04	375000	380000	0.436
Chr04	380000	385000	0.468
Chr04	385000	390000	0.446
Chr04	390000	395000	0.4356
Chr04	395000	400000	0.4466
Chr04	400000	405000	0.4516
Chr04	405000	410000	0.4514
Chr04	410000	415000	0.4606
Chr04	415000	420000	0.4434
Chr04	420000	425000	0.4446
Chr04	425000	430000	0.4198
Chr04	430000	435000	0.4718
Chr04	435000	440000	0.4682
Chr04	440000	445000	0.4584
Chr04	445000	450000	0.4432
Chr04	450000	455000	0.4584
Chr04	455000	460000	0.5038
Chr04	460000	465000	0.4672
Chr04	465000	470000	0.4366
Chr04	470000	475000	0.431
Chr04	475000	480000	0.4604
Chr04	480000	485000	0.4452
Chr04	485000	490000	0.4186
Chr04	490000	495000	0.4346
Chr04	495000	500000	0.4368
Chr04	500000	505000	0.4656
Chr04	505000	510000	0.4766
Chr04	510000	515000	0.4718
Chr04	515000	520000	0.4462
Chr04	520000	525000	0.438
Chr04	525000	530000	0.4836
Chr04	530000	535000	0.4694
Chr04	535000	540000	0.4462
Chr04	540000	545000	0.4242
Chr04	545000	550000	0.4488
Chr04	550000	555000	0.459
Chr04	555000	560000	0.471
Chr04	560000	565000	0.4618
Chr04	565000	570000	0.4616
Chr04	570000	575000	0.4494
Chr04	575000	580000	0.4896
Chr04	580000	585000	0.4366
Chr04	585000	590000	0.44
Chr04	590000	595000	0.467
Chr04	595000	600000	0.4276
Chr04	600000	605000	0.4444
Chr04	605000	610000	0.4396
Chr04	610000	615000	0.4502
Chr04	615000	620000	0.4406
Chr04	620000	625000	0.4522
Chr04	625000	630000	0.461
Chr04	630000	635000	0.491
Chr04	635000	640000	0.4598
Chr04	640000	645000	0.4534
Chr04	645000	650000	0.4284
Chr04	650000	655000	0.4704
Chr04	655000	660000	0.5004
Chr04	660000	665000	0.468
Chr04	665000	670000	0.4422
Chr04	670000	675000	0.4646
Chr04	675000	680000	0.423
Chr04	680000	685000	0.4384
Chr04	685000	690000	0.4502
Chr04	690000	695000	0.4554
Chr04	695000	700000	0.4666
Chr04	700000	705000	0.4322
Chr04	705000	710000	0.4344
Chr04	710000	715000	0.4364
Chr04	715000	720000	0.4352
Chr04	720000	725000	0.4166
Chr04	725000	730000	0.4708
Chr04	730000	735000	0.449
Chr04	735000	740000	0.462
Chr04	740000	745000	0.4302
Chr04	745000	750000	0.4474
Chr04	750000	755000	0.462
Chr04	755000	760000	0.4538
Chr04	760000	765000	0.4544
Chr04	765000	770000	0.416
Chr04	770000	775000	0.4326
Chr04	775000	780000	0.4646
Chr04	780000	785000	0.439
Chr04	785000	790000	0.4526
Chr04	790000	795000	0.4472
Chr04	795000	800000	0.4314
Chr04	800000	805000	0.4556
Chr04	805000	810000	0.4342
Chr04	810000	815000	0.4388
Chr04	815000	820000	0.4646
Chr04	820000	825000	0.427
Chr04	825000	830000	0.4666
Chr04	830000	835000	0.4968
Chr04	835000	840000	0.461
Chr04	840000	845000	0.4476
Chr04	845000	850000	0.4698
Chr04	850000	855000	0.4606
Chr04	855000	860000	0.425
Chr04	860000	865000	0.4412
Chr04	865000	870000	0.46
Chr04	870000	875000	0.4346
Chr04	875000	880000	0.4428
Chr04	880000	885000	0.4682
Chr04	885000	890000	0.444
Chr04	890000	895000	0.4424
Chr04	895000	900000	0.4624
Chr04	900000	905000	0.4548
Chr04	905000	910000	0.4608
Chr04	910000	915000	0.4614
Chr04	915000	920000	0.4296
Chr04	920000	925000	0.4474
Chr04	925000	930000	0.4962
Chr04	930000	935000	0.46
Chr04	935000	940000	0.4762
Chr04	940000	945000	0.4318
Chr04	945000	950000	0.439
Chr04	950000	955000	0.4328
Chr04	955000	960000	0.4962
Chr04	960000	965000	0.4426
Chr04	965000	970000	0.4404
Chr04	970000	975000	0.4904
Chr04	975000	980000	0.4644
Chr04	980000	985000	0.5034
Chr04	985000	990000	0.463
Chr04	990000	995000	0.4668
Chr04	995000	1000000	0.4634
Chr04	1000000	1005000	0.4538
Chr04	1005000	1010000	0.4518
Chr04	1010000	1015000	0.45
Chr04	1015000	1020000	0.4492
Chr04	1020000	1025000	0.4928
Chr04	1025000	1030000	0.4726
Chr04	1030000	1035000	0.4526
Chr04	1035000	1040000	0.4862
Chr04	1040000	1045000	0.4804
Chr04	1045000	1050000	0.4456
Chr04	1050000	1055000	0.4352
Chr04	1055000	1060000	0.4596
Chr04	1060000	1065000	0.4692
Chr04	1065000	1070000	0.4488
Chr04	1070000	1075000	0.4496
Chr04	1075000	1080000	0.437
Chr04	1080000	1085000	0.4682
Chr04	1085000	1090000	0.4604
Chr04	1090000	1095000	0.4308
Chr04	1095000	1100000	0.4838
Chr04	1100000	1105000	0.482
Chr04	1105000	1110000	0.4622
Chr04	1110000	1115000	0.4482
Chr04	1115000	1120000	0.4616
Chr04	1120000	1125000	0.4936
Chr04	1125000	1130000	0.4654
Chr04	1130000	1135000	0.4366
Chr04	1135000	1140000	0.4782
Chr04	1140000	1145000	0.468
Chr04	1145000	1150000	0.4832
Chr04	1150000	1155000	0.4046
Chr04	1155000	1160000	0.4874
Chr04	1160000	1165000	0.4942
Chr04	1165000	1170000	0.413
Chr04	1170000	1175000	0.4376
Chr04	1175000	1180000	0.449
Chr04	1180000	1185000	0.4728
Chr04	1185000	1190000	0.4648
Chr04	1190000	1195000	0.4574
Chr04	1195000	1200000	0.4926
Chr04	1200000	1205000	0.4856
Chr04	1205000	1210000	0.4654
Chr04	1210000	1215000	0.4814
Chr04	1215000	1220000	0.476
Chr04	1220000	1225000	0.4688
Chr04	1225000	1230000	0.4566
Chr04	1230000	1235000	0.462
Chr04	1235000	1240000	0.4478
Chr04	1240000	1245000	0.4448
Chr04	1245000	1250000	0.4514
Chr04	1250000	1255000	0.4572
Chr04	1255000	1260000	0.4324
Chr04	1260000	1265000	0.4574
Chr04	1265000	1270000	0.4984
Chr04	1270000	1275000	0.4424
Chr04	1275000	1280000	0.457
Chr04	1280000	1285000	0.4758
Chr04	1285000	1290000	0.4524
Chr04	1290000	1295000	0.4792
Chr04	1295000	1300000	0.4522
Chr04	1300000	1305000	0.4546
Chr04	1305000	1310000	0.5054
Chr04	1310000	1315000	0.4762
Chr04	1315000	1320000	0.455
Chr04	1320000	1325000	0.4408
Chr04	1325000	1330000	0.428
Chr04	1330000	1335000	0.431
Chr04	1335000	1340000	0.4074
Chr04	1340000	1345000	0.1622
Chr04	1345000	1350000	0.2028
Chr04	1350000	1355000	0.1828
Chr04	1355000	1360000	0.1824
Chr04	1360000	1365000	0.1604
Chr04	1365000	1370000	0.1888
Chr04	1370000	1375000	0.1996
Chr04	1375000	1380000	0.2432
Chr04	1380000	1385000	0.4746
Chr04	1385000	1390000	0.4526
Chr04	1390000	1395000	0.4504
Chr04	1395000	1400000	0.458
Chr04	1400000	1405000	0.4428
Chr04	1405000	1410000	0.482
Chr04	1410000	1415000	0.441
Chr04	1415000	1420000	0.4786
Chr04	1420000	1425000	0.477
Chr04	1425000	1430000	0.4364
Chr04	1430000	1435000	0.4572
Chr04	1435000	1440000	0.4428
Chr04	1440000	1445000	0.4722
Chr04	1445000	1450000	0.4598
Chr04	1450000	1455000	0.471
Chr04	1455000	1460000	0.4444
Chr04	1460000	1465000	0.4026
Chr04	1465000	1470000	0.44
Chr04	1470000	1475000	0.4802
Chr04	1475000	1480000	0.4676
Chr04	1480000	1485000	0.4584
Chr04	1485000	1490000	0.4638
Chr04	1490000	1495000	0.4598
Chr04	1495000	1500000	0.4818
Chr04	1500000	1505000	0.458
Chr04	1505000	1510000	0.4528
Chr04	1510000	1515000	0.4528
Chr04	1515000	1520000	0.4362
Chr04	1520000	1525000	0.456
Chr04	1525000	1530000	0.4682
Chr04	1530000	1535000	0.483
Chr04	1535000	1540000	0.4892
Chr04	1540000	1545000	0.4778
Chr04	1545000	1550000	0.4692
Chr04	1550000	1555000	0.434
Chr04	1555000	1560000	0.4514
Chr04	1560000	1565000	0.4786
Chr04	1565000	1570000	0.4512
Chr04	1570000	1575000	0.4592
Chr04	1575000	1580000	0.461
Chr04	1580000	1585000	0.4798
Chr04	1585000	1590000	0.446
Chr04	1590000	1595000	0.4564
Chr04	1595000	1600000	0.478
Chr04	1600000	1605000	0.4616
Chr04	1605000	1610000	0.477
Chr04	1610000	1615000	0.5096
Chr04	1615000	1620000	0.474
Chr04	1620000	1625000	0.4754
Chr04	1625000	1630000	0.5108
Chr04	1630000	1635000	0.451
Chr04	1635000	1640000	0.4538
Chr04	1640000	1645000	0.477
Chr04	1645000	1650000	0.477
Chr04	1650000	1655000	0.4366
Chr04	1655000	1660000	0.4548
Chr04	1660000	1665000	0.461
Chr04	1665000	1670000	0.4718
Chr04	1670000	1675000	0.4668
Chr04	1675000	1680000	0.5032
Chr04	1680000	1685000	0.4556
Chr04	1685000	1690000	0.4656
Chr04	1690000	1695000	0.4368
Chr04	1695000	1700000	0.4342
Chr04	1700000	1705000	0.5234
Chr04	1705000	1710000	0.4756
Chr04	1710000	1715000	0.4672
Chr04	1715000	1720000	0.4972
Chr04	1720000	1725000	0.4662
Chr04	1725000	1730000	0.4564
Chr04	1730000	1735000	0.4786
Chr04	1735000	1740000	0.4628
Chr04	1740000	1745000	0.4666
Chr04	1745000	1750000	0.4884
Chr04	1750000	1755000	0.4606
Chr04	1755000	1760000	0.4492
Chr04	1760000	1765000	0.445
Chr04	1765000	1770000	0.451
Chr04	1770000	1775000	0.461
Chr04	1775000	1780000	0.462
Chr04	1780000	1785000	0.4554
Chr04	1785000	1790000	0.4902
Chr04	1790000	1795000	0.474
Chr04	1795000	1800000	0.4324
Chr04	1800000	1805000	0.4432
Chr04	1805000	1810000	0.477
Chr04	1810000	1815000	0.4426
Chr04	1815000	1820000	0.468
Chr04	1820000	1825000	0.453
Chr04	1825000	1830000	0.4394
Chr04	1830000	1835000	0.4826
Chr04	1835000	1840000	0.4708
Chr04	1840000	1845000	0.4604
Chr04	1845000	1850000	0.4548
Chr04	1850000	1855000	0.4564
Chr04	1855000	1860000	0.4378
Chr04	1860000	1865000	0.4338
Chr04	1865000	1870000	0.4438
Chr04	1870000	1875000	0.4508
Chr04	1875000	1880000	0.494
Chr04	1880000	1885000	0.4692
Chr04	1885000	1890000	0.4842
Chr04	1890000	1895000	0.468
Chr04	1895000	1900000	0.4502
Chr04	1900000	1905000	0.4432
Chr04	1905000	1910000	0.492
Chr04	1910000	1915000	0.4414
Chr04	1915000	1920000	0.4588
Chr04	1920000	1925000	0.4862
Chr04	1925000	1930000	0.4456
Chr04	1930000	1935000	0.4666
Chr04	1935000	1940000	0.4156
Chr04	1940000	1945000	0.4682
Chr04	1945000	1950000	0.459
Chr04	1950000	1955000	0.4356
Chr04	1955000	1960000	0.4434
Chr04	1960000	1965000	0.4454
Chr04	1965000	1970000	0.468
Chr04	1970000	1975000	0.4548
Chr04	1975000	1980000	0.4836
Chr04	1980000	1985000	0.4512
Chr04	1985000	1990000	0.4612
Chr04	1990000	1995000	0.5004
Chr04	1995000	2000000	0.4806
Chr04	2000000	2005000	0.4652
Chr04	2005000	2010000	0.4662
Chr04	2010000	2015000	0.4642
Chr04	2015000	2020000	0.4656
Chr04	2020000	2025000	0.4464
Chr04	2025000	2030000	0.4386
Chr04	2030000	2035000	0.4512
Chr04	2035000	2040000	0.4812
Chr04	2040000	2045000	0.453
Chr04	2045000	2050000	0.4328
Chr04	2050000	2055000	0.4372
Chr04	2055000	2060000	0.4762
Chr04	2060000	2065000	0.4572
Chr04	2065000	2070000	0.427
Chr04	2070000	2075000	0.5098
Chr04	2075000	2080000	0.4252
Chr04	2080000	2085000	0.4124
Chr04	2085000	2090000	0.4824
Chr04	2090000	2095000	0.5164
Chr04	2095000	2100000	0.51
Chr04	2100000	2105000	0.4484
Chr04	2105000	2110000	0.4558
Chr04	2110000	2115000	0.4576
Chr04	2115000	2120000	0.4292
Chr04	2120000	2125000	0.479
Chr04	2125000	2130000	0.4606
Chr04	2130000	2135000	0.4468
Chr04	2135000	2140000	0.4318
Chr04	2140000	2145000	0.497
Chr04	2145000	2150000	0.4616
Chr04	2150000	2155000	0.4838
Chr04	2155000	2160000	0.4844
Chr04	2160000	2165000	0.4428
Chr04	2165000	2170000	0.4644
Chr04	2170000	2175000	0.456
Chr04	2175000	2180000	0.4676
Chr04	2180000	2185000	0.4618
Chr04	2185000	2190000	0.453
Chr04	2190000	2195000	0.4956
Chr04	2195000	2200000	0.4574
Chr04	2200000	2205000	0.4462
Chr04	2205000	2210000	0.4216
Chr04	2210000	2215000	0.4408
Chr04	2215000	2220000	0.4294
Chr04	2220000	2225000	0.3948
Chr04	2225000	2230000	0.434
Chr04	2230000	2235000	0.4444
Chr04	2235000	2240000	0.4476
Chr04	2240000	2245000	0.4282
Chr04	2245000	2250000	0.4458
Chr04	2250000	2255000	0.444
Chr04	2255000	2260000	0.4762
Chr04	2260000	2265000	0.448
Chr04	2265000	2270000	0.4268
Chr04	2270000	2275000	0.4572
Chr04	2275000	2280000	0.4388
Chr04	2280000	2285000	0.45
Chr04	2285000	2290000	0.3118
Chr04	2290000	2295000	0.2294
Chr04	2295000	2300000	0.2462
Chr04	2300000	2305000	0.278
Chr04	2305000	2310000	0.4338
Chr04	2310000	2315000	0.4258
Chr04	2315000	2320000	0.4726
Chr04	2320000	2325000	0.4356
Chr04	2325000	2330000	0.4788
Chr04	2330000	2335000	0.4506
Chr04	2335000	2340000	0.4378
Chr04	2340000	2345000	0.4286
Chr04	2345000	2350000	0.4182
Chr04	2350000	2355000	0.4156
Chr04	2355000	2360000	0.4386
Chr04	2360000	2365000	0.4388
Chr04	2365000	2370000	0.46
Chr04	2370000	2375000	0.4656
Chr04	2375000	2380000	0.4882
Chr04	2380000	2385000	0.4724
Chr04	2385000	2390000	0.434
Chr04	2390000	2395000	0.476
Chr04	2395000	2400000	0.4404
Chr04	2400000	2405000	0.4586
Chr04	2405000	2410000	0.4642
Chr04	2410000	2415000	0.4606
Chr04	2415000	2420000	0.4422
Chr04	2420000	2425000	0.457
Chr04	2425000	2430000	0.4534
Chr04	2430000	2435000	0.4542
Chr04	2435000	2440000	0.4428
Chr04	2440000	2445000	0.4422
Chr04	2445000	2450000	0.416
Chr04	2450000	2455000	0.4194
Chr04	2455000	2460000	0.4518
Chr04	2460000	2465000	0.4534
Chr04	2465000	2470000	0.4726
Chr04	2470000	2475000	0.4478
Chr04	2475000	2480000	0.4468
Chr04	2480000	2485000	0.488
Chr04	2485000	2490000	0.4608
Chr04	2490000	2495000	0.4516
Chr04	2495000	2500000	0.4404
Chr04	2500000	2505000	0.4594
Chr04	2505000	2510000	0.4734
Chr04	2510000	2515000	0.416
Chr04	2515000	2520000	0.4568
Chr04	2520000	2525000	0.4684
Chr04	2525000	2530000	0.4512
Chr04	2530000	2535000	0.451
Chr04	2535000	2540000	0.418
Chr04	2540000	2545000	0.4318
Chr04	2545000	2550000	0.4334
Chr04	2550000	2555000	0.4346
Chr04	2555000	2560000	0.4146
Chr04	2560000	2565000	0.4504
Chr04	2565000	2570000	0.4346
Chr04	2570000	2575000	0.43
Chr04	2575000	2580000	0.4292
Chr04	2580000	2585000	0.4386
Chr04	2585000	2590000	0.439
Chr04	2590000	2595000	0.4712
Chr04	2595000	2600000	0.4304
Chr04	2600000	2605000	0.469
Chr04	2605000	2610000	0.4386
Chr04	2610000	2615000	0.4226
Chr04	2615000	2620000	0.4256
Chr04	2620000	2625000	0.4558
Chr04	2625000	2630000	0.4456
Chr04	2630000	2635000	0.424
Chr04	2635000	2640000	0.4352
Chr04	2640000	2645000	0.4434
Chr04	2645000	2650000	0.443
Chr04	2650000	2655000	0.4568
Chr04	2655000	2660000	0.4536
Chr04	2660000	2665000	0.5024
Chr04	2665000	2670000	0.437
Chr04	2670000	2675000	0.4348
Chr04	2675000	2680000	0.4442
Chr04	2680000	2685000	0.448
Chr04	2685000	2690000	0.4338
Chr04	2690000	2695000	0.4372
Chr04	2695000	2700000	0.4758
Chr04	2700000	2705000	0.4808
Chr04	2705000	2710000	0.4384
Chr04	2710000	2715000	0.4504
Chr04	2715000	2720000	0.4294
Chr04	2720000	2725000	0.4472
Chr04	2725000	2730000	0.4336
Chr04	2730000	2735000	0.4422
Chr04	2735000	2740000	0.4466
Chr04	2740000	2745000	0.4994
Chr04	2745000	2750000	0.5022
Chr04	2750000	2755000	0.4422
Chr04	2755000	2760000	0.4438
Chr04	2760000	2765000	0.4524
Chr04	2765000	2770000	0.4468
Chr04	2770000	2775000	0.451
Chr04	2775000	2780000	0.4178
Chr04	2780000	2785000	0.4258
Chr04	2785000	2790000	0.4908
Chr04	2790000	2795000	0.4506
Chr04	2795000	2800000	0.4214
Chr04	2800000	2805000	0.5048
Chr04	2805000	2810000	0.5076
Chr04	2810000	2815000	0.46
Chr04	2815000	2820000	0.4934
Chr04	2820000	2825000	0.4714
Chr04	2825000	2830000	0.45
Chr04	2830000	2835000	0.478
Chr04	2835000	2840000	0.4582
Chr04	2840000	2845000	0.449
Chr04	2845000	2850000	0.4442
Chr04	2850000	2855000	0.423
Chr04	2855000	2860000	0.4304
Chr04	2860000	2865000	0.4218
Chr04	2865000	2870000	0.477
Chr04	2870000	2875000	0.4294
Chr04	2875000	2880000	0.4418
Chr04	2880000	2885000	0.4664
Chr04	2885000	2890000	0.4796
Chr04	2890000	2895000	0.4506
Chr04	2895000	2900000	0.4248
Chr04	2900000	2905000	0.4708
Chr04	2905000	2910000	0.4468
Chr04	2910000	2915000	0.4236
Chr04	2915000	2920000	0.4336
Chr04	2920000	2925000	0.4786
Chr04	2925000	2930000	0.4372
Chr04	2930000	2935000	0.4474
Chr04	2935000	2940000	0.4856
Chr04	2940000	2945000	0.4336
Chr04	2945000	2950000	0.4504
Chr04	2950000	2955000	0.4288
Chr04	2955000	2960000	0.4288
Chr04	2960000	2965000	0.4222
Chr04	2965000	2970000	0.4776
Chr04	2970000	2975000	0.4444
Chr04	2975000	2980000	0.477
Chr04	2980000	2985000	0.4548
Chr04	2985000	2990000	0.4704
Chr04	2990000	2995000	0.4508
Chr04	2995000	3000000	0.4528
Chr04	3000000	3005000	0.4382
Chr04	3005000	3010000	0.4346
Chr04	3010000	3015000	0.4416
Chr04	3015000	3020000	0.4268
Chr04	3020000	3025000	0.44
Chr04	3025000	3030000	0.4454
Chr04	3030000	3035000	0.4406
Chr04	3035000	3040000	0.4452
Chr04	3040000	3045000	0.4416
Chr04	3045000	3050000	0.4436
Chr04	3050000	3055000	0.445
Chr04	3055000	3060000	0.458
Chr04	3060000	3065000	0.445
Chr04	3065000	3070000	0.4944
Chr04	3070000	3075000	0.458
Chr04	3075000	3080000	0.4654
Chr04	3080000	3085000	0.4696
Chr04	3085000	3090000	0.4968
Chr04	3090000	3095000	0.4842
Chr04	3095000	3100000	0.4848
Chr04	3100000	3105000	0.4422
Chr04	3105000	3110000	0.4572
Chr04	3110000	3115000	0.4816
Chr04	3115000	3120000	0.4472
Chr04	3120000	3125000	0.453
Chr04	3125000	3130000	0.4242
Chr04	3130000	3135000	0.418
Chr04	3135000	3140000	0.454
Chr04	3140000	3145000	0.4994
Chr04	3145000	3150000	0.4434
Chr04	3150000	3155000	0.4554
Chr04	3155000	3160000	0.4526
Chr04	3160000	3165000	0.4506
Chr04	3165000	3170000	0.4882
Chr04	3170000	3175000	0.4418
Chr04	3175000	3180000	0.456
Chr04	3180000	3185000	0.4168
Chr04	3185000	3190000	0.4268
Chr04	3190000	3195000	0.3868
Chr04	3195000	3195127	0.464567
Chr05	1	5000	0.4026
Chr05	5000	10000	0.4178
Chr05	10000	15000	0.459
Chr05	15000	20000	0.4238
Chr05	20000	25000	0.4534
Chr05	25000	30000	0.4542
Chr05	30000	35000	0.446
Chr05	35000	40000	0.4596
Chr05	40000	45000	0.4504
Chr05	45000	50000	0.4524
Chr05	50000	55000	0.4674
Chr05	55000	60000	0.4412
Chr05	60000	65000	0.4852
Chr05	65000	70000	0.5076
Chr05	70000	75000	0.4416
Chr05	75000	80000	0.4424
Chr05	80000	85000	0.4854
Chr05	85000	90000	0.4548
Chr05	90000	95000	0.4648
Chr05	95000	100000	0.473
Chr05	100000	105000	0.4182
Chr05	105000	110000	0.4048
Chr05	110000	115000	0.4754
Chr05	115000	120000	0.472
Chr05	120000	125000	0.4886
Chr05	125000	130000	0.4638
Chr05	130000	135000	0.4956
Chr05	135000	140000	0.4496
Chr05	140000	145000	0.461
Chr05	145000	150000	0.4326
Chr05	150000	155000	0.463
Chr05	155000	160000	0.4756
Chr05	160000	165000	0.4288
Chr05	165000	170000	0.4426
Chr05	170000	175000	0.455
Chr05	175000	180000	0.4572
Chr05	180000	185000	0.4384
Chr05	185000	190000	0.4512
Chr05	190000	195000	0.4324
Chr05	195000	200000	0.4504
Chr05	200000	205000	0.4862
Chr05	205000	210000	0.4652
Chr05	210000	215000	0.4338
Chr05	215000	220000	0.461
Chr05	220000	225000	0.4466
Chr05	225000	230000	0.4564
Chr05	230000	235000	0.4652
Chr05	235000	240000	0.4498
Chr05	240000	245000	0.4594
Chr05	245000	250000	0.432
Chr05	250000	255000	0.4626
Chr05	255000	260000	0.4612
Chr05	260000	265000	0.4358
Chr05	265000	270000	0.4342
Chr05	270000	275000	0.4578
Chr05	275000	280000	0.457
Chr05	280000	285000	0.448
Chr05	285000	290000	0.4604
Chr05	290000	295000	0.4602
Chr05	295000	300000	0.4478
Chr05	300000	305000	0.4476
Chr05	305000	310000	0.4632
Chr05	310000	315000	0.4592
Chr05	315000	320000	0.4496
Chr05	320000	325000	0.436
Chr05	325000	330000	0.4696
Chr05	330000	335000	0.4234
Chr05	335000	340000	0.4712
Chr05	340000	345000	0.48
Chr05	345000	350000	0.4608
Chr05	350000	355000	0.4444
Chr05	355000	360000	0.4296
Chr05	360000	365000	0.4196
Chr05	365000	370000	0.4172
Chr05	370000	375000	0.4684
Chr05	375000	380000	0.4514
Chr05	380000	385000	0.4412
Chr05	385000	390000	0.445
Chr05	390000	395000	0.4432
Chr05	395000	400000	0.4632
Chr05	400000	405000	0.4382
Chr05	405000	410000	0.4482
Chr05	410000	415000	0.4342
Chr05	415000	420000	0.4262
Chr05	420000	425000	0.4328
Chr05	425000	430000	0.4298
Chr05	430000	435000	0.429
Chr05	435000	440000	0.5114
Chr05	440000	445000	0.4874
Chr05	445000	450000	0.4826
Chr05	450000	455000	0.4484
Chr05	455000	460000	0.435
Chr05	460000	465000	0.434
Chr05	465000	470000	0.4642
Chr05	470000	475000	0.4756
Chr05	475000	480000	0.433
Chr05	480000	485000	0.4258
Chr05	485000	490000	0.4634
Chr05	490000	495000	0.437
Chr05	495000	500000	0.4512
Chr05	500000	505000	0.438
Chr05	505000	510000	0.444
Chr05	510000	515000	0.4406
Chr05	515000	520000	0.4482
Chr05	520000	525000	0.4576
Chr05	525000	530000	0.4848
Chr05	530000	535000	0.4416
Chr05	535000	540000	0.4432
Chr05	540000	545000	0.4724
Chr05	545000	550000	0.4448
Chr05	550000	555000	0.451
Chr05	555000	560000	0.4638
Chr05	560000	565000	0.45
Chr05	565000	570000	0.4506
Chr05	570000	575000	0.424
Chr05	575000	580000	0.4362
Chr05	580000	585000	0.4428
Chr05	585000	590000	0.4442
Chr05	590000	595000	0.4508
Chr05	595000	600000	0.4492
Chr05	600000	605000	0.496
Chr05	605000	610000	0.4364
Chr05	610000	615000	0.4362
Chr05	615000	620000	0.4266
Chr05	620000	625000	0.4232
Chr05	625000	630000	0.5286
Chr05	630000	635000	0.4864
Chr05	635000	640000	0.5084
Chr05	640000	645000	0.4812
Chr05	645000	650000	0.402
Chr05	650000	655000	0.435
Chr05	655000	660000	0.4496
Chr05	660000	665000	0.44
Chr05	665000	670000	0.4278
Chr05	670000	675000	0.4346
Chr05	675000	680000	0.4216
Chr05	680000	685000	0.4336
Chr05	685000	690000	0.4432
Chr05	690000	695000	0.446
Chr05	695000	700000	0.4626
Chr05	700000	705000	0.4434
Chr05	705000	710000	0.4452
Chr05	710000	715000	0.4796
Chr05	715000	720000	0.4586
Chr05	720000	725000	0.4564
Chr05	725000	730000	0.4356
Chr05	730000	735000	0.447
Chr05	735000	740000	0.4678
Chr05	740000	745000	0.4496
Chr05	745000	750000	0.4336
Chr05	750000	755000	0.444
Chr05	755000	760000	0.465
Chr05	760000	765000	0.4412
Chr05	765000	770000	0.4466
Chr05	770000	775000	0.4348
Chr05	775000	780000	0.4518
Chr05	780000	785000	0.4566
Chr05	785000	790000	0.4416
